profile_gender,profile_age,work_country,work_province,profile_studies_level,profile_studies_level_state,profile_career,profile_university,work_role,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,profile_sexual_orientation,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_extra_benefits,company_best_companies_city
Mujer,29,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Publicidad,UP - Universidad de Palermo,Sales / Pre-Sales,93000,70000,,1,2,3+ sueldos,Mix de las anteriores,Uno,10,7,Heterosexual,,101-200,Otras industrias,"Abono de celular, Horarios flexibles",
Mujer,36,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Traductor de ingles,UMSA,QA / Tester,140000,10000,,2,2,No,No recibo bono,Dos,20,6,Bisexual o queer,,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida","Mercadolibre, mulesoft, medalia"
Hombre,34,Argentina,Provincia de Buenos Aires,Posgrado,Completado,Ingeniería en Sistemas de Información,Santiago Mariño,SysAdmin / DevOps / SRE,75000,60500,,1,1,No,No recibo bono,Dos,10,7,,,51-100,Servicios / Consultoría de Software / Digital,Capacitaciones y/o cursos,"Santander, Uala"
Mujer,52,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Administración,Instituto Universitario Monseñor de Talavera - Caracas - Venezuela,Administrativo,40903,31290,,3,2,Menos de un sueldo,Ordenes del gobierno,No,0,7,¿Qué les importa?,No,2001-5000,Otras industrias,Comidas pagas / subvencionadas,
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,166000,104000,Mi sueldo está dolarizado,3,4,Menos de un sueldo,Performance de la compañía,Más de tres,20,0,Heterosexual,No,2001-5000,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)","Wildlife, MuleSoft, Medallia, y debe haber varias chicas muy copadas que desconozco."
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,ITBA - Instituto Tecnológico de Buenos Aires,VP / C-Level,150000,,,2,2,3+ sueldos,Performance de la compañía,Dos,30,7,Heterosexual,No,Nov-50,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,SysAdmin / DevOps / SRE,100000,80000,,2,2,No,No recibo bono,No,0,0,Heterosexual,,1001-2000,Otras industrias,"Abono de celular, Abono de Internet, Comidas pagas / subvencionadas",
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Analista de Sistemas,ORT,QA / Tester,182000,130000,,4,4,Un sueldo,Performance de la compañía,Dos,32,7,Heterosexual,,201-500,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos","SalesForce, Satellogic, Onapsis, Medallia"
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UNCOMA - Universidad Nacional del Comahue,Developer,135.473,107.21,,4,3,Un sueldo,Performance individual,Uno,26,7,Heterosexual,,10001+,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas","Mercado Libre, Santander Tecnología, Etermax"
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Infosec,200000,130000,,3,3,No,No recibo bono,Dos,15,7,Heterosexual,,501-1000,Otras industrias,"Capacitaciones y/o cursos, Clases de gimnasia online, Horarios flexibles","Onapsis, Uala, Etermax, WildLife"
Hombre,25,Argentina,San Juan,Universitario,En curso,Licenciatura en Ciencias dela Computación,UNSJ - Universidad Nacional de San Juan,Middleware,63000,52000,,3,2,No,No recibo bono,Tres,20,7,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,30,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,licenciatura en comunicación social,UNLZ - Universidad de Lomas de Zamora,Project Manager,150000,10000,,4,4,Un sueldo,Mix de las anteriores,Uno,10,6,Heterosexual,,2001-5000,Otras industrias,"Abono de Internet, Clases de gimnasia online, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Informática,ORT,Infosec,120000,90000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,5001-10000,Otras industrias,"Abono de celular, Comidas pagas / subvencionadas, Viáticos",
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Informática,UBA - Universidad de Buenos Aires,SysAdmin / DevOps / SRE,48000,40000,,3,2,No,No recibo bono,Uno,10,6,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Ingeniería en Informática,San Andrés ,Manager / Director,530000,300000,,2,2,3+ sueldos,Performance de la compañía,Uno,20,7,Heterosexual,No,5001-10000,Producto basado en Software,"Abono de celular, Abono de Internet, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Santander tecnología 
Hombre,22,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,Developer,65000,54000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,101-200,Producto basado en Software,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,93975.9,78000,,2,1,No,No recibo bono,Dos,24,7,Heterosexual,,101-200,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas",
Hombre,39,Argentina,GBA,Terciario,Incompleto,,,HelpDesk,46300,38500,,1,1,No,a los hijos de puta de mis empleadores,No,0,1,Heterosexual,,201-500,Otras industrias,Horarios flexibles,Ninguna
Hombre,35,Argentina,GBA,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,SysAdmin / DevOps / SRE,140000,111000,Mi sueldo está dolarizado,3,3,Un sueldo,Performance individual,Uno,5,3,Heterosexual,No,10001+,Producto basado en Software,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles",
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Administración,UBA - Universidad de Buenos Aires,Manager / Director,200000,150000,,2,2,Un sueldo,Performance de la compañía,No,0,0,,,51-100,Otras industrias,"Abono de celular, Clases de idiomas, Horarios flexibles",Salesforce
Hombre,23,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,Analista de Sistemas,Escuela Da Vinci,Developer,52000,42000,,3,2,No,No recibo bono,No,0,0,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,Developer,81378,64030,,2,3,Menos de un sueldo,Performance individual,No,0,6,Heterosexual,,501-1000,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida","Medallia, Mulesoft, Wildlife Studios, Etermax"
Mujer,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Analista de Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Consultant,160000,115000,,4,4,No,No recibo bono,Uno,10,3,Homosexual,,101-200,Servicios / Consultoría de Software / Digital,"Clases de idiomas, Comidas pagas / subvencionadas",
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Diseño Multimedial,Escuela Da Vinci,Developer,700000,600000,Mi sueldo está dolarizado,4,4,Menos de un sueldo,Es para mejora de equipo,No,0,0,Heterosexual,,201-500,Producto basado en Software,"Horarios flexibles, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",Cualquiera fuera del país
Hombre,42,Argentina,Córdoba,Terciario,Completado,Telecomunicaciones,UTN - Universidad Tecnológica Nacional,Networking,77963,60013,,2,1,No,No recibo bono,No,0,0,Heterosexual,,101-200,Producto basado en Software,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,30,Argentina,Santa Fe,Terciario,Completado,Analista de Sistemas,Terciario Urquiza,Developer,36000,40000,,1,1,No,No recibo bono,No,0,0,Heterosexual,No,01-Oct,Otras industrias,Ninguna de las anteriores,Don web
Mujer,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,BI Analyst / Data Analyst,110000,85000,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,35,8,Heterosexual,No,2001-5000,Servicios / Consultoría de Software / Digital,"Clases de gimnasia online, Comidas pagas / subvencionadas, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias), Plata para equipar la casa",
Hombre,20,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Developer,75000,62250,,4,3,Un sueldo,Performance individual,Uno,10,3,Heterosexual,No,101-200,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Santa Fe,Universitario,Incompleto,Ingeniería en Sistemas de Información,UAI,Project Manager,78,70000,,2,1,No,No recibo bono,Uno,10,7,Heterosexual,No,01-Oct,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, Comisiones por proyectos y abonos","Endava, Globant"
Hombre,27,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,En curso,Ingeniería Industrial,UTN - Universidad Tecnológica Nacional,Business Analyst,90000,72000,,2,2,No,No recibo bono,Uno,12,3,Heterosexual,,1001-2000,Otras industrias,"Abono de celular, Clases de gimnasia online",
Mujer,37,Argentina,GBA,Universitario,Completado,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,Project Manager,110000,110000,,1,2,No,No recibo bono,Uno,20,7,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,Clases de idiomas,
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Administración,UNMDP Universidad Nacional Mar del Plata,Business Analyst,113000,94000,,3,2,No,Performance de la compañía,Dos,18,7,Heterosexual,,501-1000,Otras industrias,Horarios flexibles,
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,Developer,165000,122000,,2,3,3+ sueldos,Performance grupal,Uno,20,7,Heterosexual,,10001+,Otras industrias,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Manager / Director,330000,190000,,3,2,Un sueldo,Mix de las anteriores,Tres,24,7,Heterosexual,No,1001-2000,Producto basado en Software,"Abono de celular, Capacitaciones y/o cursos, Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)","Mulesoft, IPSY, ASSAP, Medallia, Santander"
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,BI Analyst / Data Analyst,105000,70000,,2,1,Un sueldo,Mix de las anteriores,Uno,8,4,Heterosexual,No,10001+,Otras industrias,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina",
Hombre,28,Argentina,Provincia de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UCA - Universidad Católica Argentina,Developer,60000,42000,,2,1,No,No recibo bono,No,0,0,Heterosexual,No,Nov-50,Otras industrias,Comidas pagas / subvencionadas,"MercadoLibre, Santander Rio, JPMorgan"
Hombre,30,Argentina,Córdoba,Universitario,Incompleto,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Developer,110000,110000,,3,3,No,No recibo bono,No,0,0,Heterosexual,No,Nov-50,Producto basado en Software,Ninguna de las anteriores,globant
Mujer,26,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Analista de Sistemas,Universidad Siglo 21,UX,68000,56440,,2,2,3+ sueldos,Mix de las anteriores,Dos,30,7,Heterosexual,No,Nov-50,Producto basado en Software,Abono de celular,"Flux IT, Phinx, Mercado Libre, Naranja X (fintech)"
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Informática,UADE - Universidad Argentina De la Empresa,Project Manager,250000,120000,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,20,7,Heterosexual,No,1001-2000,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos",
Mujer,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UNEFA,UX,65000,54350,,2,2,Menos de un sueldo,"Reintegro por deportes, educacion, comida, internet.",No,0,0,Heterosexual,,51-100,Producto basado en Software,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles","Mercado Libre, Rappi, Santander, Medallia"
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Infosec,152000,107000,,4,4,Un sueldo,Mix de las anteriores,Tres,72,7,Heterosexual,No,5001-10000,Producto basado en Software,"Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","Mercado libre, Wildlife, Uala, Open Bank"
Mujer,36,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Cocina,IAG,Manager / Director,253000,167000,,3,3,No,No recibo bono,Uno,7,7,Heterosexual,No,201-500,Producto basado en Software,"Abono de celular, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Sistemas de Información,UAP - Universidad Adventista del Plata,Developer,64100,55000,,2,1,No,No recibo bono,Uno,15,1,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,Horarios flexibles,
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Tecnicatura Superior en Análisis de Sistemas,UAI - Universidad Abierta Interamericana,HelpDesk,986840,836400,,4,3,Menos de un sueldo,Mix de las anteriores,Dos,23,7,Heterosexual,,2001-5000,Otras industrias,"Abono de Internet, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería Electrónica,,Developer,72000,59800,,2,1,3+ sueldos,Mix de las anteriores,Uno,20,3,Heterosexual,Sí,Nov-50,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Tecnicatura en Informática,UTN - Universidad Tecnológica Nacional,Developer,150000,140000,,4,4,Menos de un sueldo,Performance individual,Tres,15,7,¿Qué les importa?,,Nov-50,Producto basado en Software,Capacitaciones y/o cursos,
Mujer,25,Argentina,GBA,Universitario,Completado,Traductorado,USAL - Universidad del Salvador,Recruiter / HR,38000,32000,,1,1,No,No recibo bono,No,0,0,Heterosexual,,101-200,Otras industrias,Comidas pagas / subvencionadas,
